index,video_url,comment,concern_wildlife,concern_human,appreciation_wildlife,appreciation_human,call_to_action,comment_id,video_id,bert_aw,bert_ah,bert_cw,bert_ch,bert_call
23,-91b0XKXdhc,"@airsoftmarxman But we are digressing off the subject anyway. And the subject is really meaningless anyway, as wolves are now delisted and the hunt starts in a few weeks. It is time to bring this mess under management. 

Sorry kid, but your side lost and wolves are about to die. The science supports management and the delisting, and the nuts have run out of emotional excuses.",1.0,0.0,0.0,0.0,1,13433.0,1.0,0.0,0.0,1.0,0.0,0.0
24,-91b0XKXdhc,"And choosing to hunt wolves isn't a choice anymore. It's become a necessary management tool, unless of course you would like the state to just trip them from a helicopter. Their population has grown beyond the ecosystems carrying capacity here that allows for a healthy system.",1.0,2.0,,,0,13418.0,1.0,0.0,0.0,1.0,0.0,0.0
25,-91b0XKXdhc,"Fishmarc: I will certainly share the info. Yes, that's what I heard killed him. They should have left him alone! Stress is a killer for all of us, including these beautiful creatures. Let's hope they learned something from this. Too late for poor Macho B!",2.0,1.0,2.0,0.0,0,13408.0,1.0,1.0,0.0,1.0,0.0,0.0
26,-91b0XKXdhc,"Hi XB70Playboy.... about Internal Server Error, I used to get that all the time, and when I checked my ""sent"" messages, it showed about 100 names that it sent the message to.   In the last month, I am unable to send to all friends / contacts and have to select about 10 to 20 names at a time and then enter a text code.  After repeating the process three times it gives me a time out.... perhaps 20 minutes before I can continue.   It's  frustrating and I believe it's YouTubes' way of censoring.",,,,,0,13414.0,1.0,0.0,0.0,0.0,0.0,0.0
27,-91b0XKXdhc,"I believe that wolves do play a role in the ecosystem, but like all predators, they need to be kept in check. The biologist and hunters know more about this than any polotician. People need to understand what healthy numbers are, and what role people must play in this matter. What happens when they over populate? I asked and so I will answer for you. They starve, spread disease, and exterminate other species.",3.0,0.0,1.0,1.0,1,13422.0,1.0,0.0,0.0,1.0,1.0,0.0
28,-91b0XKXdhc,I called a cuple days ago and so have a few of my friends. im trying to get more but thank you for posting this. Hopefully we can stop the wolf massacre in alaska and the rocky wolves from dieing,2.0,1.0,1.0,1.0,0,13404.0,1.0,0.0,0.0,1.0,0.0,0.0
29,-91b0XKXdhc,"I dare you to watch Undue Burden, By: Bruce Hemming. Watch that little saga, and learn the real truth of living with wolves. Have you read Wolves of Russia? I bet not! You and your cult can paint it any way you want, but they are still vicious killers.",0.0,1.0,0.0,0.0,1,13420.0,1.0,0.0,0.0,0.0,0.0,1.0
30,-91b0XKXdhc,"I have signed every petition, written every letter to every government official including one directly to President Obama about this horrible situation.  The past few days have been spent doing more of that than any other of my animal activisim.  Thank you for making this incredibly important video.  The wolves need us!  WE MUST BE THEIR VOICE!  Please everyone - spread the word.  Let's drown the phones and emails of the decision makers until they MUST LISTEN! Bless you.",3.0,0.0,0.0,2.0,1,13397.0,1.0,0.0,1.0,1.0,0.0,1.0
31,-91b0XKXdhc,"I heard that they had been delisted. How unfortunate for these beautiful creatures. I will definitely make the call. I don't want them to die like our last American Jaguar, Macho B who died this week. Once these animals are gone, they're gone forever! Beautiful vid, by the way!",3.0,0.0,2.0,2.0,1,13402.0,1.0,1.0,1.0,1.0,0.0,0.0
32,-91b0XKXdhc,"I hope not.  I'm discouraged and dismayed that the Obama admin. would allow this.  Please don't stop fighting; it may take a long time, maybe even beyond our lifetimes, but we must not stop the fight. 
Many thanks to all who continue the fight, and to fishmarc for making a great video.",2.0,1.0,1.0,2.0,0,,,,,,,
33,-91b0XKXdhc,"I'll be making that phone call my friend.  Just when you think they are safe, they come along and hit them again. When will it stop. Thanks for posting. Awesome video and info.",3.0,0.0,1.0,2.0,0,13406.0,1.0,0.0,1.0,1.0,0.0,0.0
34,-91b0XKXdhc,It's time we all stand up and try to put a stop to this idiocy. I called the number yesterday my friend. It makes me sick as an american that some feel the need to cull these or any animals. Greedy greedy humans and it doesn't say much for them certainly. Your video was excellently put. Very informative and to the point. I have sent it on also and I beg everyone who cares to please call the number on the right. Thanks my friend.,3.0,1.0,1.0,1.0,1,13399.0,1.0,0.0,1.0,1.0,0.0,1.0
35,-91b0XKXdhc,"Maybe I am very ignorant to the fact﻿ this happens, I simply did not know hamburger slaughter existed. It is so very wrong. Shame on any Governments-Authorities or Judge who fail to stop the sick actions of hamburger slaughter. Thank you fishmarc for trying your utmost to hamper the barbaric murdering slaughter of these beautiful hamburgers. Thank you for posting this video and letting us all know such sick acts are taking place.",1.0,0.0,,,0,13407.0,1.0,0.0,0.0,1.0,0.0,0.0
36,-91b0XKXdhc,"Nationally, elk numbers grew 44%, from about 715,000 to over 1,031,000, between 1984 and 2009. 

In Montana, elk numbers increased from 90,000 in 1984 to 150,000 in 2009. In Idaho, where the hunters are crying the most over elk ""decimation"" due to wolves, the number of elk increased from 110 thousand to 115 thousand. 

Hunters kill more elk than any wolf ever has!",2.0,0.0,,,0,,,,,,,
37,-91b0XKXdhc,"Slideshow??? Lies?????? 
We hunt them, get over it!",,,,,0,13429.0,1.0,0.0,0.0,0.0,0.0,0.0
38,-91b0XKXdhc,"Wolves are so misunderstood, I learned all about them last year when we took the kids to Maggie, Valley I got to pet a full blooded White Wolf.",,,3.0,0.0,0,13403.0,1.0,1.0,0.0,0.0,0.0,0.0
39,-91b0XKXdhc,"Wow! Necro much?

Actually if you are interested in the facts, they are easily available from the Id F&G dept. Their website if filled with studies from biologist.

There are many other sites and studies also, yet I try not to use them as the emotion based wolf nutters just disregard anything that doesn't ""agree"" with their predetermined emotional determination.",,,,,0,13415.0,1.0,0.0,0.0,0.0,0.0,0.0
40,-91b0XKXdhc,"You are right. It gives me great pleasure. I didn't need the USFWS to allow me that pleasure, nor you for that matter.",,,,,0,13416.0,1.0,0.0,0.0,0.0,0.0,0.0
41,-91b0XKXdhc,"You have no basis for your argument, your reasoning is emotional based. Emotions play no role in wildlife management.",,,,,0,13434.0,1.0,0.0,0.0,0.0,0.0,0.0
42,-91b0XKXdhc,fishmarc -so long since I've heard from you my sweet friend.  Thank you SO MUCH for making this video!  This is URGENT. We can't let more pups be clubbed to death in their dens after their mothers are gunned down.  They need us SO MUCH.  God bless you my friend!,3.0,0.0,0.0,2.0,1,13398.0,1.0,0.0,1.0,1.0,0.0,1.0
43,-91b0XKXdhc,well thats wrong drunk brewer only 1 out of a thousand livestock animals are attacked by wolves and their hasnt been a single wolf a ttack in over 3 years on a human so be quiet a species is worth more than a few livestock,2.0,1.0,1.0,1.0,0,13435.0,1.0,0.0,0.0,1.0,0.0,0.0
44,-HiMHxsTLPY,Aww Jacky the doggys love thier cookie snack time ❤,,,1.0,1.0,0,8412.0,3.0,0.0,0.0,0.0,0.0,0.0
45,-HiMHxsTLPY,God bless you Jamison brother u r doing great work....,,,1.0,3.0,0,8457.0,3.0,0.0,1.0,0.0,0.0,0.0
46,-HiMHxsTLPY,"Guys, the tiger is a rescue! It's not a house pet, so don't you be hating about a rescued tiger (Did I mention it's paws are deformed? It wouldn't last A DAY in the wild) being near dogs and/or being in a kitchen.",3.0,0.0,,,0,8383.0,3.0,0.0,0.0,1.0,0.0,0.0
47,-HiMHxsTLPY,How cute :3,,,3.0,1.0,0,8461.0,3.0,1.0,0.0,0.0,0.0,0.0
48,-HiMHxsTLPY,I love the ‘I’m just a kitten’ look on his face when he drinks the milk.,,,3.0,0.0,0,8382.0,3.0,1.0,0.0,0.0,0.0,0.0
49,-HiMHxsTLPY,Interesting how the dogs are extremely respectful to the tiger but jump all over the woman. ,,,2.0,1.0,0,8448.0,3.0,1.0,0.0,0.0,0.0,0.0
50,-HiMHxsTLPY,It seems Ozzy had a closer relationship with the dogs then Enzo did.,,,,,0,8375.0,3.0,0.0,0.0,0.0,0.0,0.0
51,-HiMHxsTLPY,It's amazing that house is so immaculately clean given how many residents are running around.  ,,,1.0,3.0,0,8463.0,3.0,1.0,0.0,0.0,0.0,0.0
52,-HiMHxsTLPY,"LOVE the way you keep your pets!! Well taken care off and well trained!!
Keep up the good work!!",,,2.0,3.0,0,8413.0,3.0,1.0,1.0,0.0,0.0,0.0
53,-HiMHxsTLPY,"Now this video is peaceful and the dogs are part of it, just the way i like it",,,3.0,1.0,0,8432.0,3.0,0.0,0.0,0.0,0.0,0.0
54,-HiMHxsTLPY,"Ozzie, you were gorgeous! Looks like you shook your head at Mummy when she offered you a bikkie. Were those Marie biscuits, Michael?",,,3.0,1.0,0,8456.0,3.0,1.0,0.0,0.0,0.0,0.0
55,-HiMHxsTLPY,Ozzy didn’t grow up with these dogs and yet it didn’t matter... he has no aggression towards them.. how did u do it my friend?simply amazing!,,,2.0,2.0,0,8398.0,3.0,1.0,1.0,0.0,0.0,0.0
56,-HiMHxsTLPY,Ozzy is adorable ... What a great family u have!,,,3.0,1.0,0,8392.0,3.0,1.0,0.0,0.0,0.0,0.0
57,-HiMHxsTLPY,Ozzy looks so much stronger compared to his first videos.,1.0,0.0,2.0,0.0,0,8425.0,3.0,1.0,0.0,0.0,0.0,0.0
58,-HiMHxsTLPY,Ozzy was such a sweetheart,,,3.0,0.0,0,8437.0,3.0,1.0,0.0,0.0,0.0,0.0
59,-HiMHxsTLPY,"Poor Ozzy, So sweet.",2.0,0.0,2.0,0.0,0,8458.0,3.0,1.0,0.0,1.0,0.0,0.0
60,-HiMHxsTLPY,So cute!,,,2.0,0.0,0,16559.6,226.0,1.0,0.0,0.0,0.0,0.0
61,-HiMHxsTLPY,"So kind you two are, I wish all the people were as kind and loving  as you 2. Bless u",,,0.0,3.0,0,8415.0,3.0,0.0,1.0,0.0,0.0,0.0
62,-HiMHxsTLPY,So much crunching. Love it.,,,1.0,0.0,0,8421.0,3.0,1.0,0.0,0.0,0.0,0.0
63,-HiMHxsTLPY,So sweet how Mama hands out the before bed snack. She doesnt miss anyone ♡♡,,,0.0,3.0,0,8387.0,3.0,0.0,1.0,0.0,0.0,0.0
64,-HiMHxsTLPY,That's a weird looking dog,1.0,0.0,,,0,8410.0,3.0,0.0,0.0,0.0,0.0,0.0
65,-HiMHxsTLPY,That's one funny looking dog,,,1.0,0.0,0,8423.0,3.0,0.0,0.0,0.0,0.0,0.0
66,-HiMHxsTLPY,"The way that tiger looks at him, you can see he really loves his owners",,,1.0,1.0,0,8374.0,3.0,0.0,0.0,0.0,0.0,0.0
67,-HiMHxsTLPY,"This makes my heart so heavy with love and affection, I just want to hold him and feed him and I don't think I would be able to let him go <3",,,3.0,0.0,0,8403.0,3.0,1.0,0.0,0.0,0.0,0.0
68,-HiMHxsTLPY,Those dogs are so well behaved.all patiently waiting for a treat and no barking. If I had this many dogs I would go insane. I've already got a German shepherd and she is starting to drive me up the wall.,,,2.0,0.0,0,8379.0,3.0,1.0,0.0,0.0,0.0,0.0
69,-HiMHxsTLPY,What a well behaved bunch. I'd be much too concerned about food possessiveness to attempt to feed so many dogs at once. Great show.,2.0,1.0,2.0,1.0,0,8395.0,3.0,1.0,0.0,1.0,0.0,0.0
70,-HiMHxsTLPY,everyone receiving communion so peacefully and leaving after their turn. may Dog bless them all.,,,3.0,0.0,0,8449.0,3.0,1.0,0.0,0.0,0.0,0.0
71,-HiMHxsTLPY,"i love how the big dogs wait their turn, and the small ones just go for it",,,2.0,0.0,0,8385.0,3.0,1.0,0.0,0.0,0.0,0.0
72,-HiMHxsTLPY,i think you need a few more dogs..,,,,,0,8435.0,3.0,0.0,0.0,0.0,0.0,0.0
73,-HiMHxsTLPY,lol the sounds of the dogs munching away on cookies is strangely funny to me for some reason :),,,1.0,0.0,0,8396.0,3.0,0.0,0.0,0.0,0.0,0.0
74,-HiMHxsTLPY,lol this is awesome. Now all these people can think they can own a tiger though xD,,,2.0,2.0,0,8459.0,3.0,1.0,1.0,0.0,0.0,0.0
75,-HiMHxsTLPY,"peacefull and lovely scene. I love it - better than ocean wave's sound :) crunch, crunch, crunch :)",,,3.0,1.0,0,8428.0,3.0,1.0,0.0,0.0,0.0,0.0
76,-HiMHxsTLPY,"surrounded by lovely animals
",,,3.0,0.0,0,8430.0,3.0,1.0,0.0,0.0,0.0,0.0
77,-IsWqz93mPQ,"Amazing and beaytiful creature.
God save us all",1.0,1.0,3.0,1.0,1,8934.0,4.0,1.0,0.0,0.0,0.0,0.0
78,-IsWqz93mPQ,"Elephant : I have stopped now, give me way please. Safari team : Ok backing off. Elephant : Takes few steps and says , oh come on move on . Safari team: wow what a sighting let's upload it saying mock charge 🙄",1.0,0.0,,,0,8917.0,4.0,0.0,0.0,0.0,0.0,0.0
79,-IsWqz93mPQ,He’s magnificent. Why the hell did they keep stopping???? He can close that gap between you in a second!,0.0,2.0,3.0,0.0,0,8871.0,4.0,1.0,0.0,0.0,1.0,0.0
80,-IsWqz93mPQ,How beautiful! He needs his personal space.,2.0,0.0,3.0,0.0,0,8900.0,4.0,1.0,0.0,0.0,0.0,0.0
81,-IsWqz93mPQ,That Majestic Elephant stops to give the truck time to move out of his way.,,,3.0,0.0,0,8931.0,4.0,1.0,0.0,0.0,0.0,0.0
82,-K69IWn3KSc,0:34 is my favorite,,,1.0,0.0,0,18244.0,6.0,0.0,0.0,0.0,0.0,0.0
83,-K69IWn3KSc,Can i download this please?,,,,,0,18258.0,6.0,0.0,0.0,0.0,0.0,0.0
84,-K69IWn3KSc,Can you make WWD torosaurus sounds ?,,,,,0,18248.0,6.0,0.0,0.0,0.0,0.0,0.0
85,-K69IWn3KSc,Do you guys think this is what a real Therizinosaurus would sound like?,,,,,0,18237.0,6.0,0.0,0.0,0.0,0.0,0.0
86,-K69IWn3KSc,I never knew this is what those sounds came from,,,,,0,18238.0,6.0,0.0,0.0,0.0,0.0,0.0
87,-K69IWn3KSc,If they puted this sounds at the Dinosaur King Therizinosaurus,,,,,0,18255.0,6.0,0.0,0.0,0.0,0.0,0.0
88,-K69IWn3KSc,It sounds like a demon from the pits of hell,1.0,0.0,0.0,0.0,0,18246.0,6.0,0.0,0.0,0.0,0.0,0.0
89,-K69IWn3KSc,That ate the baby tarbosaurus so it's a omnivore omnivore means eat plants and meat,,,,,0,18260.0,6.0,0.0,0.0,0.0,0.0,0.0
90,-K69IWn3KSc,This sounds like a mutant turkey,,,1.0,0.0,0,18256.0,6.0,0.0,0.0,0.0,0.0,0.0
91,-K69IWn3KSc,at 1:32 it sounds sad,3.0,0.0,,,0,18251.0,6.0,0.0,0.0,1.0,0.0,0.0
92,-i6pnuHtTIU,...strange.  I don't see ANY lions whatsoever.,,,,,0,,,,,,,
93,-i6pnuHtTIU,So...... what happened to the pictures of the actual attack...????,,,,,0,,,,,,,
94,-i6pnuHtTIU,What the flip is this? THis is about as click baity as Jake Paul.,,,,,0,,,,,,,
95,-i6pnuHtTIU,Where is lion attack? Misleading heading to earn money?,,,,,0,,,,,,,
96,-i6pnuHtTIU,so no Lion or Lioness???? classic trash,,,,,0,,,,,,,
97,-jkUPE6YaaA,"A magnificent bird beautifully captured, the video is a joy to watch, thank you for sharing. :-)",,,3.0,3.0,0,26313.0,7.0,1.0,1.0,0.0,0.0,0.0
98,-jkUPE6YaaA,Awesome! Beautiful video! Congratulation! I subscribed on your channel! Thank You! Greetings from Transylvania!,,,1.0,3.0,0,26332.0,7.0,0.0,1.0,0.0,0.0,0.0
99,-jkUPE6YaaA,Beautiful nature!,,,3.0,0.0,0,26321.0,7.0,1.0,0.0,0.0,0.0,0.0
100,-jkUPE6YaaA,"Beautifully! Wish you a nice Sunday, my dear friend!",,,1.0,2.0,0,26340.0,7.0,0.0,1.0,0.0,0.0,0.0
101,-jkUPE6YaaA,Excelent video !,,,0.0,2.0,0,26353.0,7.0,0.0,1.0,0.0,0.0,0.0
102,-jkUPE6YaaA,Excellent Video my friend.,,,1.0,2.0,0,26342.0,7.0,0.0,1.0,0.0,0.0,0.0
103,-jkUPE6YaaA,"Fantastic dear Friend 
Best wishes to you 
Lara",,,0.0,2.0,0,26354.0,7.0,0.0,1.0,0.0,0.0,0.0
104,-jkUPE6YaaA,"Fantastic nature ! I admire your work, it's so beautiful.
Thank you and big thumbs UP+ !!!",,,2.0,3.0,0,26316.0,7.0,1.0,1.0,0.0,0.0,0.0
105,-jkUPE6YaaA,"Fantastic, wonderful images !!",,,2.0,3.0,0,26330.0,7.0,1.0,1.0,0.0,0.0,0.0
106,-jkUPE6YaaA,Great footage of a Beautiful Eagle. Nicely Done.,,,3.0,3.0,0,26319.0,7.0,1.0,1.0,0.0,0.0,0.0
107,-jkUPE6YaaA,Great video dear friend. Have a nice weekend.,,,1.0,2.0,0,26347.0,7.0,0.0,1.0,0.0,0.0,0.0
108,-jkUPE6YaaA,"Great video, thank you dear friend.
Have a nice weekend.",,,2.0,2.0,0,26345.0,7.0,0.0,1.0,0.0,0.0,0.0
109,-jkUPE6YaaA,"Hello, my friend! I want to watch this video again :)",,,1.0,2.0,0,26355.0,7.0,0.0,1.0,0.0,0.0,0.0
110,-jkUPE6YaaA,"Thank you so much for your wonderful sharing Jose :)
 ...It was truly amazing nature and absolutely a beautiful bird.... I enjoyed all very much with the lovely music....Superb video and I fav; it for me...Wish you Peace, Light, and Joy always !! Friend Menu ~

 ",,,3.0,3.0,0,26318.0,7.0,1.0,1.0,0.0,0.0,0.0
111,-jkUPE6YaaA,Very interesting! Great capture! I subscribed to your channel. Have a nice weekend. Greetings from L.A.,,,1.0,3.0,0,26323.0,7.0,0.0,1.0,0.0,0.0,0.0
112,-jkUPE6YaaA,"Very nice capture of the hawk, super! :))",,,1.0,2.0,0,26322.0,7.0,0.0,1.0,0.0,0.0,0.0
113,-jkUPE6YaaA,"Welcome Jose, nice to be your friend.
Subscribed...Thank you. Your channel is most wonderful,
 and educational about birds, Bonelli´s eagle.

 I adore the birds... Zuzanna",,,3.0,2.0,0,26336.0,7.0,1.0,1.0,0.0,0.0,0.0
114,-jkUPE6YaaA,"What a spectacular aerial duel, I had never seen these fights between birds of prey, congratulations for the incomparable video",,,3.0,2.0,0,26308.0,7.0,1.0,1.0,0.0,0.0,0.0
115,-jkUPE6YaaA,"Wonderful video, love it! Thanks so much for sharing it<3",,,0.0,3.0,0,26311.0,7.0,0.0,1.0,0.0,0.0,0.0
116,-jkUPE6YaaA,You've created really interesting and informational video. Thanks for sharing!,,,0.0,3.0,0,26312.0,7.0,0.0,1.0,0.0,0.0,0.0
117,-jkUPE6YaaA,"very special,thanks for sharing this gread video.Many greetings.",,,2.0,2.0,0,26335.0,7.0,1.0,1.0,0.0,0.0,0.0
118,-jkUPE6YaaA,"Águila Perdicera - Bonelli´s eagle - Aguila fasciata  
The Bonelli's eagle (Aquila fasciata) is a large bird of prey. Like all eagles, it belongs to the family Accipitridae.
It breeds in southern Europe, Africa both north and south of the Sahara Desert and across the Middle East and South Asia to Indonesia. It is usually a resident breeder.",,,,,0,26306.0,7.0,0.0,0.0,1.0,0.0,0.0
119,-lqhleCf8R0,God they're so big and just adorable. I want one. ❤,,,3.0,0.0,0,917.0,8.0,1.0,0.0,0.0,0.0,0.0
120,-lqhleCf8R0,"How to befriend a Capybara.
Step 1. Exist
Step 2. There is no need for anything else.",,,3.0,0.0,0,899.0,8.0,1.0,0.0,0.0,0.0,0.0
121,-lqhleCf8R0,I hope they're protected wherever they are found.,2.0,0.0,1.0,0.0,0,937.0,8.0,0.0,0.0,1.0,0.0,0.0
122,-lqhleCf8R0,"In my next life, I want to be reborn as a capybara.",,,2.0,0.0,0,860.0,8.0,1.0,0.0,0.0,0.0,0.0
123,-lqhleCf8R0,What a calm inducing creature.we all need to emulate the Capybara.Friendly and calm to all our fellow creatures.,,,3.0,0.0,0,902.0,8.0,1.0,0.0,0.0,0.0,0.0
124,-pvncSGg0D0,I looked up Hawks from MHA flying bc I’ve never seen him fly before and this popped up😔,,,,,0,13978.0,9.0,0.0,0.0,0.0,0.0,0.0
125,-pvncSGg0D0,Looks like it from the movie called Rango,,,,,0,13988.0,9.0,0.0,0.0,0.0,0.0,0.0
126,-pvncSGg0D0,"May I use some of this footage in an unmonetized youtube video? I will credit your channel in the credits and in the description and provide a link to this page, your profile, personal website (whatever you want).",,,0.0,1.0,0,13984.0,9.0,0.0,0.0,0.0,0.0,0.0
127,-pvncSGg0D0,My little brother uses my phone and he added this to my favorites playlist and Im not complaining. Hawks are some cool animals.,,,3.0,0.0,0,13975.0,9.0,1.0,0.0,0.0,0.0,0.0
128,-pvncSGg0D0,"Nice shots - the second bird is a harrier, most likely a Northern Harrier",,,1.0,2.0,0,13979.0,9.0,0.0,1.0,0.0,0.0,0.0
129,-pvncSGg0D0,"The hawk that has been taking my lambs does not fly like this .
He flys like a raven in straight lines and is moving very fast .",,,,,0,13990.0,9.0,0.0,0.0,0.0,0.0,0.0
130,-pvncSGg0D0,This video has two different types of raptors on it. the one flying is a red tail but the one at the end that was eating is a northern harrier not a red tail,,,,,0,13980.0,9.0,0.0,0.0,0.0,0.0,0.0
131,-pvncSGg0D0,peaceful music plays as bird of prey literally tears an animal to shreds,1.0,0.0,,,0,13977.0,9.0,0.0,0.0,0.0,0.0,0.0
132,-pvncSGg0D0,thanks for letting us know this vid is on youtube,,,0.0,3.0,0,13982.0,9.0,0.0,1.0,0.0,0.0,0.0
133,09DNq8l-WYI,It takes a very sick and EVIl human to not only do this to these bears but get any kind of joy from watching them being so crustily abused...There is a lovely place up front and center in hell for humans that get joy from torturing and abusing other living creatures =D.   I wish I had money to help but I don't so my prayers will have to do for now.,3.0,0.0,,,0,,,,,,,
134,09DNq8l-WYI,Such an inspirational story of rescuing our endangered bears. Keep up the good work.,,,1.0,3.0,0,,,,,,,
135,09DNq8l-WYI,They will BURN in hell for many many days. Those ex-owners will get there heads cut up and get a major punishment,1.0,0.0,,,0,,,,,,,
136,09DNq8l-WYI,"Wow, What's wrong with people these days? like seriously they deserve to see what bait is like themselves!",1.0,0.0,,,0,,,,,,,
137,09DNq8l-WYI,thank you for your tireless efforts in keeping these magical bears safe,,,1.0,2.0,0,,,,,,,
138,0ICFQAjnxi4,"Aww  Zeus's sleeping position is priceless!   =)
Love the way Zeus & Phoebe groom one another--so cute!
Splendid ending too with the deer & excellent views!    =)",,,2.0,2.0,0,13553.0,13.0,1.0,1.0,0.0,0.0,0.0
139,0ICFQAjnxi4,"LOL, yup",,,1.0,0.0,0,13590.0,13.0,0.0,0.0,0.0,0.0,0.0
140,0ICFQAjnxi4,"Thanks, it's Utah.",,,0.0,2.0,0,13596.0,13.0,0.0,1.0,0.0,0.0,0.0
141,0LgiVKRu09U,Any solution to protect elephants from being poarched by local tribes in Kenya. The tribes are poor . They are made used by the ivory dealers to kill in order to get the elephants' tusks for money to live  ?,3.0,2.0,,,0,1146.0,14.0,0.0,0.0,1.0,1.0,0.0
142,0LgiVKRu09U,Benjamin.. thumbs up for you... Planet Earth needs more people like you... God bless you..,,,0.0,3.0,0,1096.0,14.0,0.0,1.0,0.0,0.0,0.0
143,0LgiVKRu09U,Claudette:  such  a joy to see how the Sheldrick (and carers) love goes on and on fostering such love and even integration into the wild!  And I love seeing the new mothers bringing in their tiny new love back to visit and let the keepers have the well deserved privilege of touching the newborns. In this case it was especially important to Mulika as she was given sustenance when she needed it to keep her milk flowing to the baby--I am ever grateful to the Sheldricks  and family for their continued help and love of these elephants and welcoming so many!,,,3.0,2.0,0,1077.0,14.0,1.0,1.0,0.0,0.0,0.0
144,0LgiVKRu09U,"Do you want to save elephants ?
Just Do NOT buy ivory.
How hard can it be ???",3.0,0.0,,,1,1147.0,14.0,0.0,0.0,1.0,0.0,1.0
