Video URL: -2z-CCvvm0o
Comment: Walt Disney wasn't lying when he said that fawns act like pets.
True Value: 0
Predicted Value: false

Annotation ID: 2049
Video URL: -2z-CCvvm0o
Comment: Walt Disney wasn't lying when he said that fawns act like pets.
True Value: 0
Predicted Value: false

Annotation ID: 12
Video URL: -2z-CCvvm0o
Comment: Wonderful video. So nice to watch Calley evolve. Great job on raising her!
True Value: 0
Predicted Value: false

Annotation ID: 2050
Video URL: -2z-CCvvm0o
Comment: Wonderful video. So nice to watch Calley evolve. Great job on raising her!
True Value: 0
Predicted Value: false

Annotation ID: 13
Video URL: -2z-CCvvm0o
Comment: so, what did you feed her with? doesn't she need deer milk?
True Value: 0
Predicted Value: false

Annotation ID: 2051
Video URL: -2z-CCvvm0o
Comment: so, what did you feed her with? doesn't she need deer milk?
True Value: 0
Predicted Value: false

Annotation ID: 14
Video URL: -2z-CCvvm0o
Comment: such a amazing touching video i loved it :)
True Value: 0
Predicted Value: false

Annotation ID: 2052
Video URL: -2z-CCvvm0o
Comment: such a amazing touching video i loved it :)
True Value: 0
Predicted Value: false

Annotation ID: 15
Video URL: -5f_e-rBH_A
Comment: Cant wait for the summer of 2013!
I get to play with the wolfie puppies!
True Value: 0
Predicted Value: false

Annotation ID: 2053
Video URL: -5f_e-rBH_A
Comment: Cant wait for the summer of 2013!
I get to play with the wolfie puppies!
True Value: 0
Predicted Value: false

Annotation ID: 16
Video URL: -5f_e-rBH_A
Comment: Leslie Hayhurst is to be commended on her efforts to rehabilitate the animals that she so dearly loves and restore those that she can back to the wild and adopt out others where she can.  It is amazing that she can do what she does on the small amount of donations received.  Beech Mountain is lucky to have Leslie, her assistants, donors and volunteers.
True Value: 0
Predicted Value: false

Annotation ID: 2054
Video URL: -5f_e-rBH_A
Comment: Leslie Hayhurst is to be commended on her efforts to rehabilitate the animals that she so dearly loves and restore those that she can back to the wild and adopt out others where she can.  It is amazing that she can do what she does on the small amount of donations received.  Beech Mountain is lucky to have Leslie, her assistants, donors and volunteers.
True Value: 0
Predicted Value: false

Annotation ID: 17
Video URL: -5f_e-rBH_A
Comment: Wow thank you so much for putting the up! I work her every summer and i have since i was 9! Kail wasent beening a good girl that day! She lets me go in there and pet her while she sits in my lap. Leslie is such an amazing person and im so happy for her that she is getting all that land and cages at Eagels Nest! Haha I love Tracy, the bobcat! She is such a lover! I also love how Leslies dog, Max, is just kinda walkin around like he owns the place! Then the Raccons! LOVE THEM!!! Thanks again!
True Value: 0
Predicted Value: false

Annotation ID: 2055
Video URL: -5f_e-rBH_A
Comment: Wow thank you so much for putting the up! I work her every summer and i have since i was 9! Kail wasent beening a good girl that day! She lets me go in there and pet her while she sits in my lap. Leslie is such an amazing person and im so happy for her that she is getting all that land and cages at Eagels Nest! Haha I love Tracy, the bobcat! She is such a lover! I also love how Leslies dog, Max, is just kinda walkin around like he owns the place! Then the Raccons! LOVE THEM!!! Thanks again!
True Value: 0
Predicted Value: false

Annotation ID: 18
Video URL: -5f_e-rBH_A
Comment: good choice of music lol
True Value: 0
Predicted Value: false

Annotation ID: 2056
Video URL: -5f_e-rBH_A
Comment: good choice of music lol
True Value: 0
Predicted Value: false

Annotation ID: 1
Video URL: -2z-CCvvm0o
Comment: Awwww Love Love love so much heart in this !!
True Value: 0
Predicted Value: false

Annotation ID: 2039
Video URL: -2z-CCvvm0o
Comment: Awwww Love Love love so much heart in this !!
True Value: 0
Predicted Value: false

Annotation ID: 2
Video URL: -2z-CCvvm0o
Comment: Bless your kind hearts.
True Value: 0
Predicted Value: false

Annotation ID: 2040
Video URL: -2z-CCvvm0o
Comment: Bless your kind hearts.
True Value: 0
Predicted Value: false

Annotation ID: 3
Video URL: -2z-CCvvm0o
Comment: Great video, the true meaning of life, to live and let live and to help all GOD's creatures, Love lives in your home!
True Value: 0
Predicted Value: false

Annotation ID: 2041
Video URL: -2z-CCvvm0o
Comment: Great video, the true meaning of life, to live and let live and to help all GOD's creatures, Love lives in your home!
True Value: 0
Predicted Value: false

Annotation ID: 4
Video URL: -2z-CCvvm0o
Comment: So cute
True Value: 0
Predicted Value: false

Annotation ID: 2042
Video URL: -2z-CCvvm0o
Comment: So cute
True Value: 0
Predicted Value: false

Annotation ID: 5
Video URL: -2z-CCvvm0o
Comment: So lovely and sweet.......
True Value: 0
Predicted Value: false

Annotation ID: 2043
Video URL: -2z-CCvvm0o
Comment: So lovely and sweet.......
True Value: 0
Predicted Value: false

Annotation ID: 6
Video URL: -2z-CCvvm0o
Comment: So touching the song
True Value: 0
Predicted Value: false

Annotation ID: 2044
Video URL: -2z-CCvvm0o
Comment: So touching the song
True Value: 0
Predicted Value: false

Annotation ID: 7
Video URL: -2z-CCvvm0o
Comment: Such a beautiful bond<3:)
True Value: 0
Predicted Value: false

Annotation ID: 2045
Video URL: -2z-CCvvm0o
Comment: Such a beautiful bond<3:)
True Value: 0
Predicted Value: false

Annotation ID: 8
Video URL: -2z-CCvvm0o
Comment: They are such beautiful creatures.
True Value: 0
Predicted Value: false

Annotation ID: 2046
Video URL: -2z-CCvvm0o
Comment: They are such beautiful creatures.
True Value: 0
Predicted Value: false

Annotation ID: 9
Video URL: -2z-CCvvm0o
Comment: This is lovely!
Thank you so much for saving this beautiful animal.
You give hope. There are good people in this world, who are the voice for the voiceless, who CARE.
Again, thank you!
True Value: 0
Predicted Value: false

Annotation ID: 2047
Video URL: -2z-CCvvm0o
Comment: This is lovely!
Thank you so much for saving this beautiful animal.
You give hope. There are good people in this world, who are the voice for the voiceless, who CARE.
Again, thank you!
True Value: 0
Predicted Value: false

Annotation ID: 10
Video URL: -2z-CCvvm0o
Comment: Thought this music was from Tarzan.
True Value: 0
Predicted Value: false

Annotation ID: 2048
Video URL: -2z-CCvvm0o
Comment: Thought this music was from Tarzan.
True Value: 0
Predicted Value: false

Annotation ID: 11
Video URL: -2z-CCvvm0o
Comment: Walt Disney wasn't lying when he said that fawns act like pets.
True Value: 0
Predicted Value: false

Annotation ID: 2049
Video URL: -2z-CCvvm0o
Comment: Walt Disney wasn't lying when he said that fawns act like pets.
True Value: 0
Predicted Value: false

Annotation ID: 12
Video URL: -2z-CCvvm0o
Comment: Wonderful video. So nice to watch Calley evolve. Great job on raising her!
True Value: 0
Predicted Value: false

Annotation ID: 2050
Video URL: -2z-CCvvm0o
Comment: Wonderful video. So nice to watch Calley evolve. Great job on raising her!
True Value: 0
Predicted Value: false

Annotation ID: 13
Video URL: -2z-CCvvm0o
Comment: so, what did you feed her with? doesn't she need deer milk?
True Value: 0
Predicted Value: false

Annotation ID: 2051
Video URL: -2z-CCvvm0o
Comment: so, what did you feed her with? doesn't she need deer milk?
True Value: 0
Predicted Value: false

Annotation ID: 14
Video URL: -2z-CCvvm0o
Comment: such a amazing touching video i loved it :)
True Value: 0
Predicted Value: false

Annotation ID: 2052
Video URL: -2z-CCvvm0o
Comment: such a amazing touching video i loved it :)
True Value: 0
Predicted Value: false

Annotation ID: 15
Video URL: -5f_e-rBH_A
Comment: Cant wait for the summer of 2013!
I get to play with the wolfie puppies!
True Value: 0
Predicted Value: false

Annotation ID: 2053
Video URL: -5f_e-rBH_A
Comment: Cant wait for the summer of 2013!
I get to play with the wolfie puppies!
True Value: 0
Predicted Value: false

Annotation ID: 16
Video URL: -5f_e-rBH_A
Comment: Leslie Hayhurst is to be commended on her efforts to rehabilitate the animals that she so dearly loves and restore those that she can back to the wild and adopt out others where she can.  It is amazing that she can do what she does on the small amount of donations received.  Beech Mountain is lucky to have Leslie, her assistants, donors and volunteers.
True Value: 0
Predicted Value: false

Annotation ID: 2054
Video URL: -5f_e-rBH_A
Comment: Leslie Hayhurst is to be commended on her efforts to rehabilitate the animals that she so dearly loves and restore those that she can back to the wild and adopt out others where she can.  It is amazing that she can do what she does on the small amount of donations received.  Beech Mountain is lucky to have Leslie, her assistants, donors and volunteers.
True Value: 0
Predicted Value: false

Annotation ID: 17
Video URL: -5f_e-rBH_A
Comment: Wow thank you so much for putting the up! I work her every summer and i have since i was 9! Kail wasent beening a good girl that day! She lets me go in there and pet her while she sits in my lap. Leslie is such an amazing person and im so happy for her that she is getting all that land and cages at Eagels Nest! Haha I love Tracy, the bobcat! She is such a lover! I also love how Leslies dog, Max, is just kinda walkin around like he owns the place! Then the Raccons! LOVE THEM!!! Thanks again!
True Value: 0
Predicted Value: false

Annotation ID: 2055
Video URL: -5f_e-rBH_A
Comment: Wow thank you so much for putting the up! I work her every summer and i have since i was 9! Kail wasent beening a good girl that day! She lets me go in there and pet her while she sits in my lap. Leslie is such an amazing person and im so happy for her that she is getting all that land and cages at Eagels Nest! Haha I love Tracy, the bobcat! She is such a lover! I also love how Leslies dog, Max, is just kinda walkin around like he owns the place! Then the Raccons! LOVE THEM!!! Thanks again!
True Value: 0
Predicted Value: false

Annotation ID: 18
Video URL: -5f_e-rBH_A
Comment: good choice of music lol
True Value: 0
Predicted Value: false

Annotation ID: 2056
Video URL: -5f_e-rBH_A
Comment: good choice of music lol
True Value: 0
Predicted Value: false

Annotation ID: 19
Video URL: -5f_e-rBH_A
Comment: i love this activity ,can i work for you?i live in rome ,my dreams was stuty zoologyst
True Value: 0
Predicted Value: true

Annotation ID: 1
Video URL: -2z-CCvvm0o
Comment: Awwww Love Love love so much heart in this !!
True Value: 0
Predicted Value: false

Annotation ID: 2039
Video URL: -2z-CCvvm0o
Comment: Awwww Love Love love so much heart in this !!
True Value: 0
Predicted Value: false

Annotation ID: 2
Video URL: -2z-CCvvm0o
Comment: Bless your kind hearts.
True Value: 0
Predicted Value: false

Annotation ID: 2040
Video URL: -2z-CCvvm0o
Comment: Bless your kind hearts.
True Value: 0
Predicted Value: false

Annotation ID: 3
Video URL: -2z-CCvvm0o
Comment: Great video, the true meaning of life, to live and let live and to help all GOD's creatures, Love lives in your home!
True Value: 0
Predicted Value: false

Annotation ID: 2041
Video URL: -2z-CCvvm0o
Comment: Great video, the true meaning of life, to live and let live and to help all GOD's creatures, Love lives in your home!
True Value: 0
Predicted Value: false

Annotation ID: 4
Video URL: -2z-CCvvm0o
Comment: So cute
True Value: 0
Predicted Value: false

Annotation ID: 2042
Video URL: -2z-CCvvm0o
Comment: So cute
True Value: 0
Predicted Value: false

Annotation ID: 5
Video URL: -2z-CCvvm0o
Comment: So lovely and sweet.......
True Value: 0
Predicted Value: false

Annotation ID: 2043
Video URL: -2z-CCvvm0o
Comment: So lovely and sweet.......
True Value: 0
Predicted Value: false

Annotation ID: 6
Video URL: -2z-CCvvm0o
Comment: So touching the song
True Value: 0
Predicted Value: false

Annotation ID: 2044
Video URL: -2z-CCvvm0o
Comment: So touching the song
True Value: 0
Predicted Value: false

Annotation ID: 7
Video URL: -2z-CCvvm0o
Comment: Such a beautiful bond<3:)
True Value: 0
Predicted Value: false

Annotation ID: 2045
Video URL: -2z-CCvvm0o
Comment: Such a beautiful bond<3:)
True Value: 0
Predicted Value: false

Annotation ID: 8
Video URL: -2z-CCvvm0o
Comment: They are such beautiful creatures.
True Value: 0
Predicted Value: false

Annotation ID: 2046
Video URL: -2z-CCvvm0o
Comment: They are such beautiful creatures.
True Value: 0
Predicted Value: false

Annotation ID: 9
Video URL: -2z-CCvvm0o
Comment: This is lovely!
Thank you so much for saving this beautiful animal.
You give hope. There are good people in this world, who are the voice for the voiceless, who CARE.
Again, thank you!
True Value: 0
Predicted Value: false

Annotation ID: 2047
Video URL: -2z-CCvvm0o
Comment: This is lovely!
Thank you so much for saving this beautiful animal.
You give hope. There are good people in this world, who are the voice for the voiceless, who CARE.
Again, thank you!
True Value: 0
Predicted Value: false

Annotation ID: 10
Video URL: -2z-CCvvm0o
Comment: Thought this music was from Tarzan.
True Value: 0
Predicted Value: false

Annotation ID: 2048
Video URL: -2z-CCvvm0o
Comment: Thought this music was from Tarzan.
True Value: 0
Predicted Value: false

Annotation ID: 11
Video URL: -2z-CCvvm0o
Comment: Walt Disney wasn't lying when he said that fawns act like pets.
True Value: 0
Predicted Value: false

Annotation ID: 2049
Video URL: -2z-CCvvm0o
Comment: Walt Disney wasn't lying when he said that fawns act like pets.
True Value: 0
Predicted Value: false

Annotation ID: 12
Video URL: -2z-CCvvm0o
Comment: Wonderful video. So nice to watch Calley evolve. Great job on raising her!
True Value: 0
Predicted Value: false

Annotation ID: 2050
Video URL: -2z-CCvvm0o
Comment: Wonderful video. So nice to watch Calley evolve. Great job on raising her!
True Value: 0
Predicted Value: false

Annotation ID: 13
Video URL: -2z-CCvvm0o
Comment: so, what did you feed her with? doesn't she need deer milk?
True Value: 0
Predicted Value: false

Annotation ID: 2051
Video URL: -2z-CCvvm0o
Comment: so, what did you feed her with? doesn't she need deer milk?
True Value: 0
Predicted Value: false

Annotation ID: 14
Video URL: -2z-CCvvm0o
Comment: such a amazing touching video i loved it :)
True Value: 0
Predicted Value: false

Annotation ID: 2052
Video URL: -2z-CCvvm0o
Comment: such a amazing touching video i loved it :)
True Value: 0
Predicted Value: false

Annotation ID: 15
Video URL: -5f_e-rBH_A
Comment: Cant wait for the summer of 2013!
I get to play with the wolfie puppies!
True Value: 0
Predicted Value: false

Annotation ID: 2053
Video URL: -5f_e-rBH_A
Comment: Cant wait for the summer of 2013!
I get to play with the wolfie puppies!
True Value: 0
Predicted Value: false

Annotation ID: 16
Video URL: -5f_e-rBH_A
Comment: Leslie Hayhurst is to be commended on her efforts to rehabilitate the animals that she so dearly loves and restore those that she can back to the wild and adopt out others where she can.  It is amazing that she can do what she does on the small amount of donations received.  Beech Mountain is lucky to have Leslie, her assistants, donors and volunteers.
True Value: 0
Predicted Value: false

Annotation ID: 2054
Video URL: -5f_e-rBH_A
Comment: Leslie Hayhurst is to be commended on her efforts to rehabilitate the animals that she so dearly loves and restore those that she can back to the wild and adopt out others where she can.  It is amazing that she can do what she does on the small amount of donations received.  Beech Mountain is lucky to have Leslie, her assistants, donors and volunteers.
True Value: 0
Predicted Value: false

Annotation ID: 17
Video URL: -5f_e-rBH_A
Comment: Wow thank you so much for putting the up! I work her every summer and i have since i was 9! Kail wasent beening a good girl that day! She lets me go in there and pet her while she sits in my lap. Leslie is such an amazing person and im so happy for her that she is getting all that land and cages at Eagels Nest! Haha I love Tracy, the bobcat! She is such a lover! I also love how Leslies dog, Max, is just kinda walkin around like he owns the place! Then the Raccons! LOVE THEM!!! Thanks again!
True Value: 0
Predicted Value: false

Annotation ID: 2055
Video URL: -5f_e-rBH_A
Comment: Wow thank you so much for putting the up! I work her every summer and i have since i was 9! Kail wasent beening a good girl that day! She lets me go in there and pet her while she sits in my lap. Leslie is such an amazing person and im so happy for her that she is getting all that land and cages at Eagels Nest! Haha I love Tracy, the bobcat! She is such a lover! I also love how Leslies dog, Max, is just kinda walkin around like he owns the place! Then the Raccons! LOVE THEM!!! Thanks again!
True Value: 0
Predicted Value: false

Annotation ID: 18
Video URL: -5f_e-rBH_A
Comment: good choice of music lol
True Value: 0
Predicted Value: false

Annotation ID: 2056
Video URL: -5f_e-rBH_A
Comment: good choice of music lol
True Value: 0
Predicted Value: false

Annotation ID: 19
Video URL: -5f_e-rBH_A
Comment: i love this activity ,can i work for you?i live in rome ,my dreams was stuty zoologyst
True Value: 0
Predicted Value: true

Annotation ID: 2057
Video URL: -5f_e-rBH_A
Comment: i love this activity ,can i work for you?i live in rome ,my dreams was stuty zoologyst
True Value: 0
Predicted Value: true

Annotation ID: 20
Video URL: -91b0XKXdhc
Comment: @Eaglecreekbrewer it is it happening to u and u need to get ur facts straight and get envolved in something other than annoying people and beer
True Value: 0
Predicted Value: false

Annotation ID: 2058
Video URL: -91b0XKXdhc
Comment: @Eaglecreekbrewer it is it happening to u and u need to get ur facts straight and get envolved in something other than annoying people and beer
True Value: 0
Predicted Value: false

Annotation ID: 21
Video URL: -91b0XKXdhc
Comment: @Eaglecreekbrewer wat are u talking about? u must be drunk
True Value: 0
Predicted Value: false

Annotation ID: 2059
Video URL: -91b0XKXdhc
Comment: @Eaglecreekbrewer wat are u talking about? u must be drunk
True Value: 0
Predicted Value: false

Annotation ID: 22
Video URL: -91b0XKXdhc
Comment: @Eaglecreekbrewersorry but i didnt choose sides i dont even like wolves i just dont likepeople hunting near endangered animals and by nuts u mean people who dont like species going extinct then yes they are nuts but there not gonna give up so easily.
True Value: 0
Predicted Value: false

Annotation ID: 2060
Video URL: -91b0XKXdhc
Comment: @Eaglecreekbrewersorry but i didnt choose sides i dont even like wolves i just dont likepeople hunting near endangered animals and by nuts u mean people who dont like species going extinct then yes they are nuts but there not gonna give up so easily.
True Value: 1
Predicted Value: false

Annotation ID: 23
Video URL: -91b0XKXdhc
Comment: @airsoftmarxman 5 people in Idaho have now been confirmed with life threatening diseases that were brought by wolves, we have had over a dozen wolf/human confrontations in just the last year alone. But then again, it isn't happening to YOU right? So why concern yourself with facts when emotion is so much easier. 
True Value: 0
Predicted Value: false

Annotation ID: 2061
Video URL: -91b0XKXdhc
Comment: @airsoftmarxman 5 people in Idaho have now been confirmed with life threatening diseases that were brought by wolves, we have had over a dozen wolf/human confrontations in just the last year alone. But then again, it isn't happening to YOU right? So why concern yourself with facts when emotion is so much easier. 
True Value: 0
Predicted Value: false

Annotation ID: 24
Video URL: -91b0XKXdhc
Comment: @airsoftmarxman But we are digressing off the subject anyway. And the subject is really meaningless anyway, as wolves are now delisted and the hunt starts in a few weeks. It is time to bring this mess under management. 

Sorry kid, but your side lost and wolves are about to die. The science supports management and the delisting, and the nuts have run out of emotional excuses.
True Value: 1
Predicted Value: false

Annotation ID: 2062
Video URL: -91b0XKXdhc
Comment: @airsoftmarxman But we are digressing off the subject anyway. And the subject is really meaningless anyway, as wolves are now delisted and the hunt starts in a few weeks. It is time to bring this mess under management. 

Sorry kid, but your side lost and wolves are about to die. The science supports management and the delisting, and the nuts have run out of emotional excuses.
True Value: 0
Predicted Value: true

Annotation ID: 25
Video URL: -91b0XKXdhc
Comment: And choosing to hunt wolves isn't a choice anymore. It's become a necessary management tool, unless of course you would like the state to just trip them from a helicopter. Their population has grown beyond the ecosystems carrying capacity here that allows for a healthy system.
True Value: 0
Predicted Value: false

Annotation ID: 2063
Video URL: -91b0XKXdhc
Comment: And choosing to hunt wolves isn't a choice anymore. It's become a necessary management tool, unless of course you would like the state to just trip them from a helicopter. Their population has grown beyond the ecosystems carrying capacity here that allows for a healthy system.
True Value: 0
Predicted Value: false

Annotation ID: 26
Video URL: -91b0XKXdhc
Comment: Fishmarc: I will certainly share the info. Yes, that's what I heard killed him. They should have left him alone! Stress is a killer for all of us, including these beautiful creatures. Let's hope they learned something from this. Too late for poor Macho B!
True Value: 0
Predicted Value: false

Annotation ID: 2064
Video URL: -91b0XKXdhc
Comment: Fishmarc: I will certainly share the info. Yes, that's what I heard killed him. They should have left him alone! Stress is a killer for all of us, including these beautiful creatures. Let's hope they learned something from this. Too late for poor Macho B!
True Value: 1
Predicted Value: false

Annotation ID: 27
Video URL: -91b0XKXdhc
Comment: Hi XB70Playboy.... about Internal Server Error, I used to get that all the time, and when I checked my "sent" messages, it showed about 100 names that it sent the message to.   In the last month, I am unable to send to all friends / contacts and have to select about 10 to 20 names at a time and then enter a text code.  After repeating the process three times it gives me a time out.... perhaps 20 minutes before I can continue.   It's  frustrating and I believe it's YouTubes' way of censoring.
True Value: 0
Predicted Value: false

Annotation ID: 2065
Video URL: -91b0XKXdhc
Comment: Hi XB70Playboy.... about Internal Server Error, I used to get that all the time, and when I checked my "sent" messages, it showed about 100 names that it sent the message to.   In the last month, I am unable to send to all friends / contacts and have to select about 10 to 20 names at a time and then enter a text code.  After repeating the process three times it gives me a time out.... perhaps 20 minutes before I can continue.   It's  frustrating and I believe it's YouTubes' way of censoring.
True Value: 0
Predicted Value: false

Annotation ID: 28
Video URL: -91b0XKXdhc
Comment: I believe that wolves do play a role in the ecosystem, but like all predators, they need to be kept in check. The biologist and hunters know more about this than any polotician. People need to understand what healthy numbers are, and what role people must play in this matter. What happens when they over populate? I asked and so I will answer for you. They starve, spread disease, and exterminate other species.
True Value: 1
Predicted Value: false

Annotation ID: 2066
Video URL: -91b0XKXdhc
Comment: I believe that wolves do play a role in the ecosystem, but like all predators, they need to be kept in check. The biologist and hunters know more about this than any polotician. People need to understand what healthy numbers are, and what role people must play in this matter. What happens when they over populate? I asked and so I will answer for you. They starve, spread disease, and exterminate other species.
True Value: 1
Predicted Value: false

Annotation ID: 29
Video URL: -91b0XKXdhc
Comment: I called a cuple days ago and so have a few of my friends. im trying to get more but thank you for posting this. Hopefully we can stop the wolf massacre in alaska and the rocky wolves from dieing
True Value: 0
Predicted Value: true

Annotation ID: 2067
Video URL: -91b0XKXdhc
Comment: I called a cuple days ago and so have a few of my friends. im trying to get more but thank you for posting this. Hopefully we can stop the wolf massacre in alaska and the rocky wolves from dieing
True Value: 1
Predicted Value: true

Annotation ID: 30
Video URL: -91b0XKXdhc
Comment: I dare you to watch Undue Burden, By: Bruce Hemming. Watch that little saga, and learn the real truth of living with wolves. Have you read Wolves of Russia? I bet not! You and your cult can paint it any way you want, but they are still vicious killers.
True Value: 1
Predicted Value: false

Annotation ID: 2068
Video URL: -91b0XKXdhc
Comment: I dare you to watch Undue Burden, By: Bruce Hemming. Watch that little saga, and learn the real truth of living with wolves. Have you read Wolves of Russia? I bet not! You and your cult can paint it any way you want, but they are still vicious killers.
True Value: 0
Predicted Value: false

Annotation ID: 31
Video URL: -91b0XKXdhc
Comment: I have signed every petition, written every letter to every government official including one directly to President Obama about this horrible situation.  The past few days have been spent doing more of that than any other of my animal activisim.  Thank you for making this incredibly important video.  The wolves need us!  WE MUST BE THEIR VOICE!  Please everyone - spread the word.  Let's drown the phones and emails of the decision makers until they MUST LISTEN! Bless you.
True Value: 1
Predicted Value: true

Annotation ID: 2069
Video URL: -91b0XKXdhc
Comment: I have signed every petition, written every letter to every government official including one directly to President Obama about this horrible situation.  The past few days have been spent doing more of that than any other of my animal activisim.  Thank you for making this incredibly important video.  The wolves need us!  WE MUST BE THEIR VOICE!  Please everyone - spread the word.  Let's drown the phones and emails of the decision makers until they MUST LISTEN! Bless you.
True Value: 1
Predicted Value: true

Annotation ID: 32
Video URL: -91b0XKXdhc
Comment: I heard that they had been delisted. How unfortunate for these beautiful creatures. I will definitely make the call. I don't want them to die like our last American Jaguar, Macho B who died this week. Once these animals are gone, they're gone forever! Beautiful vid, by the way!
True Value: 1
Predicted Value: true

Annotation ID: 2070
Video URL: -91b0XKXdhc
Comment: I heard that they had been delisted. How unfortunate for these beautiful creatures. I will definitely make the call. I don't want them to die like our last American Jaguar, Macho B who died this week. Once these animals are gone, they're gone forever! Beautiful vid, by the way!
True Value: 1
Predicted Value: true

Annotation ID: 33
Video URL: -91b0XKXdhc
Comment: I hope not.  I'm discouraged and dismayed that the Obama admin. would allow this.  Please don't stop fighting; it may take a long time, maybe even beyond our lifetimes, but we must not stop the fight. 
Many thanks to all who continue the fight, and to fishmarc for making a great video.
True Value: 0
Predicted Value: true

Annotation ID: 2071
Video URL: -91b0XKXdhc
Comment: I hope not.  I'm discouraged and dismayed that the Obama admin. would allow this.  Please don't stop fighting; it may take a long time, maybe even beyond our lifetimes, but we must not stop the fight. 
Many thanks to all who continue the fight, and to fishmarc for making a great video.
True Value: 1
Predicted Value: true

Annotation ID: 34
Video URL: -91b0XKXdhc
Comment: I'll be making that phone call my friend.  Just when you think they are safe, they come along and hit them again. When will it stop. Thanks for posting. Awesome video and info.
True Value: 0
Predicted Value: true

Annotation ID: 2072
Video URL: -91b0XKXdhc
Comment: I'll be making that phone call my friend.  Just when you think they are safe, they come along and hit them again. When will it stop. Thanks for posting. Awesome video and info.
True Value: 1
Predicted Value: true

Annotation ID: 35
Video URL: -91b0XKXdhc
Comment: It's time we all stand up and try to put a stop to this idiocy. I called the number yesterday my friend. It makes me sick as an american that some feel the need to cull these or any animals. Greedy greedy humans and it doesn't say much for them certainly. Your video was excellently put. Very informative and to the point. I have sent it on also and I beg everyone who cares to please call the number on the right. Thanks my friend.
True Value: 1
Predicted Value: true

Annotation ID: 2073
Video URL: -91b0XKXdhc
Comment: It's time we all stand up and try to put a stop to this idiocy. I called the number yesterday my friend. It makes me sick as an american that some feel the need to cull these or any animals. Greedy greedy humans and it doesn't say much for them certainly. Your video was excellently put. Very informative and to the point. I have sent it on also and I beg everyone who cares to please call the number on the right. Thanks my friend.
True Value: 1
Predicted Value: true

Annotation ID: 36
Video URL: -91b0XKXdhc
Comment: Maybe I am very ignorant to the fact﻿ this happens, I simply did not know hamburger slaughter existed. It is so very wrong. Shame on any Governments-Authorities or Judge who fail to stop the sick actions of hamburger slaughter. Thank you fishmarc for trying your utmost to hamper the barbaric murdering slaughter of these beautiful hamburgers. Thank you for posting this video and letting us all know such sick acts are taking place.
True Value: 0
Predicted Value: false

Annotation ID: 2074
Video URL: -91b0XKXdhc
